addition,target,feature_set,architecture,version,datasplit,splittype,hyperparameter,hp_strategy,hp_variant,threshold_mcc,threshold_sens,holdout_ts,cv_ts,holdout_AUROC,holdout_AUPRC,holdout_Brier Score,holdout_ECE10,holdout_Calibration Slope,holdout_MCC (Optimal),holdout_Sensitivity (>=0.5),holdout_Accuracy,holdout_Precision,holdout_Recall,holdout_F1,cv_AUROC,cv_AUPRC,cv_Brier Score,cv_ECE10,cv_Calibration Slope,cv_MCC (Cal-Optimal),cv_Sensitivity (>=0.5),cv_Accuracy,cv_Precision,cv_Recall,cv_F1
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.120,0.070,2026-05-15 19:37:01,,0.787 [0.694 - 0.864],0.267 [0.159 - 0.398],0.055 [0.042 - 0.072],0.020 [0.007 - 0.035],1.302 [0.876 - 1.761],0.289 [0.177 - 0.397],0.712 [0.558 - 0.844],0.850 [0.823 - 0.880],0.233 [0.151 - 0.333],0.552 [0.407 - 0.711],0.326 [0.220 - 0.433],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUROC_slope,knee,0.170,0.090,2026-05-15 19:37:18,,0.761 [0.662 - 0.846],0.294 [0.163 - 0.433],0.055 [0.041 - 0.072],0.018 [0.006 - 0.034],1.277 [0.857 - 1.732],0.341 [0.196 - 0.472],0.633 [0.471 - 0.778],0.913 [0.890 - 0.934],0.361 [0.222 - 0.511],0.418 [0.263 - 0.576],0.385 [0.246 - 0.512],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.110,0.080,2026-05-15 19:37:26,,0.762 [0.666 - 0.844],0.287 [0.162 - 0.429],0.056 [0.041 - 0.073],0.020 [0.007 - 0.036],1.283 [0.869 - 1.742],0.250 [0.137 - 0.357],0.633 [0.471 - 0.778],0.844 [0.814 - 0.871],0.211 [0.128 - 0.300],0.498 [0.333 - 0.661],0.295 [0.190 - 0.397],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,single_AUROC,HP020,0.100,0.100,2026-05-23 11:32:18,,0.793 [0.701 - 0.873],0.314 [0.187 - 0.457],0.055 [0.041 - 0.072],0.020 [0.007 - 0.036],1.417 [0.952 - 1.942],0.293 [0.187 - 0.401],0.607 [0.450 - 0.756],0.833 [0.803 - 0.861],0.221 [0.144 - 0.309],0.607 [0.450 - 0.756],0.323 [0.226 - 0.427],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,single_AUROC,HP050,0.210,0.090,2026-05-22 23:30:56,,0.795 [0.701 - 0.872],0.317 [0.185 - 0.455],0.055 [0.041 - 0.072],0.025 [0.010 - 0.042],1.419 [0.953 - 1.937],0.223 [0.062 - 0.378],0.660 [0.500 - 0.800],0.925 [0.903 - 0.946],0.369 [0.143 - 0.600],0.183 [0.069 - 0.310],0.242 [0.095 - 0.386],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,single_AUROC,HP100,0.190,0.100,2026-05-15 19:37:32,,0.788 [0.693 - 0.868],0.323 [0.189 - 0.466],0.055 [0.041 - 0.072],0.021 [0.009 - 0.037],1.385 [0.927 - 1.890],0.368 [0.200 - 0.506],0.633 [0.476 - 0.771],0.929 [0.908 - 0.948],0.450 [0.269 - 0.625],0.367 [0.217 - 0.514],0.401 [0.237 - 0.535],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,single_AUROC,HP200,0.190,0.100,2026-05-15 19:37:34,,0.788 [0.693 - 0.868],0.323 [0.189 - 0.466],0.055 [0.041 - 0.072],0.021 [0.009 - 0.037],1.385 [0.927 - 1.890],0.368 [0.200 - 0.506],0.633 [0.476 - 0.771],0.929 [0.908 - 0.948],0.450 [0.269 - 0.625],0.367 [0.217 - 0.514],0.401 [0.237 - 0.535],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,HyperparameterTuned,single_AUROC,HP500,0.190,0.100,2026-05-15 19:37:34,,0.788 [0.693 - 0.868],0.323 [0.189 - 0.466],0.055 [0.041 - 0.072],0.021 [0.009 - 0.037],1.385 [0.927 - 1.890],0.368 [0.200 - 0.506],0.633 [0.476 - 0.771],0.929 [0.908 - 0.948],0.450 [0.269 - 0.625],0.367 [0.217 - 0.514],0.401 [0.237 - 0.535],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,chrono,,,,0.100,0.070,2026-05-15 19:37:39,,0.777 [0.680 - 0.855],0.320 [0.184 - 0.462],0.057 [0.042 - 0.074],0.024 [0.008 - 0.042],1.599 [1.048 - 2.182],0.292 [0.183 - 0.396],0.712 [0.561 - 0.842],0.842 [0.812 - 0.871],0.227 [0.148 - 0.320],0.581 [0.429 - 0.735],0.325 [0.224 - 0.428],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.020,0.040,2026-05-22 18:37:41,,0.287 [0.237 - 0.339],0.051 [0.041 - 0.060],0.076 [0.063 - 0.090],0.051 [0.037 - 0.066],-0.426 [-0.540 - -0.318],-0.148 [-0.197 - -0.100],0.040 [0.008 - 0.080],0.452 [0.424 - 0.478],0.038 [0.024 - 0.053],0.253 [0.173 - 0.337],0.066 [0.042 - 0.091],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUPRC_slope,knee,0.030,0.030,2026-05-22 18:37:56,,0.283 [0.233 - 0.332],0.050 [0.040 - 0.060],0.076 [0.063 - 0.090],0.050 [0.036 - 0.065],-0.498 [-0.634 - -0.374],-0.150 [-0.189 - -0.113],0.111 [0.053 - 0.173],0.579 [0.552 - 0.605],0.024 [0.011 - 0.038],0.111 [0.053 - 0.173],0.039 [0.018 - 0.062],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.050,0.020,2026-05-22 18:38:09,,0.623 [0.563 - 0.682],0.147 [0.098 - 0.204],0.071 [0.059 - 0.084],0.038 [0.025 - 0.052],0.843 [0.445 - 1.213],0.102 [0.036 - 0.171],1.000 [1.000 - 1.000],0.780 [0.758 - 0.802],0.132 [0.092 - 0.178],0.334 [0.241 - 0.432],0.189 [0.134 - 0.246],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.060,0.060,2026-05-22 18:44:12,,0.290 [0.241 - 0.341],0.051 [0.041 - 0.061],0.078 [0.065 - 0.092],0.076 [0.062 - 0.090],-0.216 [-0.276 - -0.160],-0.112 [-0.139 - -0.082],0.030 [0.000 - 0.067],0.748 [0.723 - 0.773],0.013 [0.000 - 0.029],0.030 [0.000 - 0.067],0.018 [0.000 - 0.041],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUROC_slope,knee,0.060,0.040,2026-05-22 18:44:26,,0.291 [0.242 - 0.342],0.052 [0.041 - 0.062],0.076 [0.063 - 0.090],0.052 [0.037 - 0.066],-0.454 [-0.578 - -0.334],-0.090 [-0.116 - -0.057],0.081 [0.032 - 0.135],0.790 [0.768 - 0.813],0.017 [0.000 - 0.038],0.030 [0.000 - 0.067],0.022 [0.000 - 0.048],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.050,0.020,2026-05-22 18:44:39,,0.623 [0.563 - 0.682],0.147 [0.098 - 0.204],0.071 [0.059 - 0.084],0.038 [0.025 - 0.052],0.843 [0.445 - 1.213],0.102 [0.036 - 0.171],1.000 [1.000 - 1.000],0.780 [0.758 - 0.802],0.132 [0.092 - 0.178],0.334 [0.241 - 0.432],0.189 [0.134 - 0.246],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,single_AUROC,HP020,0.020,0.030,2026-05-22 18:50:13,,0.283 [0.233 - 0.333],0.051 [0.041 - 0.061],0.075 [0.062 - 0.089],0.051 [0.037 - 0.065],-0.748 [-0.954 - -0.556],-0.162 [-0.217 - -0.110],0.192 [0.117 - 0.272],0.373 [0.345 - 0.397],0.042 [0.028 - 0.055],0.324 [0.234 - 0.417],0.074 [0.050 - 0.097],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,single_AUROC,HP050,0.020,0.030,2026-05-22 18:50:23,,0.283 [0.233 - 0.333],0.051 [0.041 - 0.061],0.075 [0.062 - 0.089],0.051 [0.037 - 0.065],-0.748 [-0.954 - -0.556],-0.162 [-0.217 - -0.110],0.192 [0.117 - 0.272],0.373 [0.345 - 0.397],0.042 [0.028 - 0.055],0.324 [0.234 - 0.417],0.074 [0.050 - 0.097],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,single_AUROC,HP100,0.070,0.040,2026-05-22 18:50:33,,0.280 [0.231 - 0.329],0.050 [0.040 - 0.060],0.076 [0.063 - 0.090],0.050 [0.036 - 0.065],-0.463 [-0.585 - -0.350],-0.064 [-0.074 - -0.054],0.060 [0.018 - 0.111],0.876 [0.859 - 0.894],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,single_AUROC,HP200,0.040,0.040,2026-05-22 18:50:44,,0.285 [0.236 - 0.335],0.051 [0.040 - 0.061],0.077 [0.064 - 0.091],0.061 [0.047 - 0.075],-0.263 [-0.335 - -0.196],-0.139 [-0.171 - -0.102],0.070 [0.023 - 0.125],0.646 [0.620 - 0.672],0.019 [0.006 - 0.034],0.070 [0.023 - 0.125],0.030 [0.009 - 0.053],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,HyperparameterTuned,single_AUROC,HP500,0.040,0.040,2026-05-22 18:50:55,,0.283 [0.233 - 0.334],0.051 [0.041 - 0.062],0.076 [0.062 - 0.089],0.050 [0.036 - 0.064],-0.586 [-0.748 - -0.434],-0.139 [-0.172 - -0.106],0.060 [0.019 - 0.110],0.656 [0.629 - 0.680],0.017 [0.005 - 0.031],0.060 [0.019 - 0.110],0.026 [0.009 - 0.048],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,patient,,,,0.040,0.030,2026-05-22 15:00:52,,0.308 [0.256 - 0.362],0.059 [0.043 - 0.083],0.074 [0.061 - 0.087],0.049 [0.034 - 0.062],-1.944 [-2.521 - -1.385],-0.069 [-0.098 - -0.029],0.183 [0.106 - 0.261],0.824 [0.803 - 0.845],0.023 [0.000 - 0.053],0.030 [0.000 - 0.071],0.026 [0.000 - 0.060],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.180,0.180,2026-05-15 19:38:02,,0.689 [0.631 - 0.746],0.193 [0.133 - 0.269],0.065 [0.053 - 0.079],0.034 [0.021 - 0.050],0.631 [0.451 - 0.825],0.189 [0.100 - 0.290],0.162 [0.094 - 0.237],0.915 [0.899 - 0.929],0.326 [0.200 - 0.466],0.162 [0.094 - 0.237],0.215 [0.131 - 0.307],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUPRC_slope,knee,0.190,0.170,2026-05-15 19:38:15,,0.680 [0.620 - 0.739],0.193 [0.132 - 0.267],0.065 [0.053 - 0.079],0.034 [0.021 - 0.049],0.622 [0.433 - 0.818],0.156 [0.059 - 0.255],0.152 [0.086 - 0.228],0.923 [0.908 - 0.937],0.376 [0.188 - 0.560],0.092 [0.042 - 0.149],0.147 [0.070 - 0.232],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.090,0.090,2026-05-15 19:38:21,,0.670 [0.609 - 0.724],0.172 [0.119 - 0.239],0.066 [0.054 - 0.080],0.038 [0.024 - 0.054],0.749 [0.519 - 0.978],0.200 [0.119 - 0.280],0.294 [0.204 - 0.386],0.880 [0.863 - 0.897],0.238 [0.165 - 0.314],0.294 [0.204 - 0.386],0.262 [0.185 - 0.339],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.200,0.130,2026-05-15 19:38:22,,0.687 [0.628 - 0.746],0.201 [0.138 - 0.280],0.065 [0.053 - 0.079],0.037 [0.023 - 0.051],0.615 [0.440 - 0.808],0.170 [0.070 - 0.280],0.244 [0.165 - 0.336],0.925 [0.911 - 0.939],0.427 [0.214 - 0.667],0.091 [0.041 - 0.157],0.149 [0.070 - 0.246],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUROC_slope,knee,0.200,0.130,2026-05-15 19:38:22,,0.687 [0.628 - 0.746],0.201 [0.138 - 0.280],0.065 [0.053 - 0.079],0.037 [0.023 - 0.051],0.615 [0.440 - 0.808],0.170 [0.070 - 0.280],0.244 [0.165 - 0.336],0.925 [0.911 - 0.939],0.427 [0.214 - 0.667],0.091 [0.041 - 0.157],0.149 [0.070 - 0.246],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.080,0.080,2026-05-15 19:38:26,,0.675 [0.618 - 0.726],0.165 [0.115 - 0.224],0.067 [0.054 - 0.080],0.036 [0.023 - 0.052],0.896 [0.612 - 1.165],0.179 [0.106 - 0.262],0.294 [0.212 - 0.387],0.869 [0.852 - 0.886],0.211 [0.145 - 0.287],0.294 [0.212 - 0.387],0.245 [0.176 - 0.323],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,single_AUROC,HP020,0.090,0.090,2026-05-15 19:38:26,,0.671 [0.612 - 0.728],0.182 [0.125 - 0.252],0.066 [0.054 - 0.080],0.038 [0.024 - 0.053],0.824 [0.570 - 1.095],0.181 [0.104 - 0.269],0.264 [0.182 - 0.358],0.882 [0.866 - 0.898],0.228 [0.156 - 0.314],0.264 [0.182 - 0.358],0.244 [0.173 - 0.327],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,single_AUROC,HP050,0.090,0.090,2026-05-15 19:38:28,,0.671 [0.612 - 0.728],0.182 [0.125 - 0.252],0.066 [0.054 - 0.080],0.038 [0.024 - 0.053],0.824 [0.570 - 1.095],0.181 [0.104 - 0.269],0.264 [0.182 - 0.358],0.882 [0.866 - 0.898],0.228 [0.156 - 0.314],0.264 [0.182 - 0.358],0.244 [0.173 - 0.327],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,single_AUROC,HP100,0.180,0.200,2026-05-15 19:38:41,,0.679 [0.621 - 0.735],0.175 [0.122 - 0.244],0.066 [0.053 - 0.079],0.036 [0.023 - 0.051],0.597 [0.414 - 0.795],0.141 [0.053 - 0.237],0.041 [0.009 - 0.084],0.916 [0.900 - 0.930],0.289 [0.154 - 0.435],0.112 [0.055 - 0.182],0.160 [0.082 - 0.248],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,single_AUROC,HP200,0.180,0.200,2026-05-15 19:39:04,,0.679 [0.621 - 0.735],0.175 [0.122 - 0.244],0.066 [0.053 - 0.079],0.036 [0.023 - 0.051],0.597 [0.414 - 0.795],0.141 [0.053 - 0.237],0.041 [0.009 - 0.084],0.916 [0.900 - 0.930],0.289 [0.154 - 0.435],0.112 [0.055 - 0.182],0.160 [0.082 - 0.248],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,HyperparameterTuned,single_AUROC,HP500,0.140,0.150,2026-05-15 19:39:09,,0.683 [0.621 - 0.741],0.184 [0.126 - 0.254],0.066 [0.054 - 0.079],0.036 [0.022 - 0.051],0.654 [0.462 - 0.856],0.150 [0.071 - 0.239],0.162 [0.096 - 0.241],0.897 [0.880 - 0.912],0.231 [0.143 - 0.329],0.183 [0.112 - 0.266],0.203 [0.126 - 0.287],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,70_30,stratified,,,,0.110,0.110,2026-05-15 19:39:10,,0.682 [0.622 - 0.738],0.214 [0.144 - 0.295],0.066 [0.053 - 0.079],0.036 [0.022 - 0.052],0.781 [0.557 - 1.012],0.216 [0.134 - 0.303],0.264 [0.184 - 0.354],0.897 [0.880 - 0.913],0.279 [0.193 - 0.374],0.264 [0.184 - 0.354],0.270 [0.193 - 0.354],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.290,0.150,2026-05-15 19:39:07,,0.542 [0.338 - 0.732],0.108 [0.026 - 0.289],0.044 [0.024 - 0.069],0.034 [0.017 - 0.054],0.173 [-0.688 - 0.936],0.086 [-0.041 - 0.353],0.193 [0.000 - 0.500],0.940 [0.910 - 0.966],0.149 [0.000 - 0.500],0.094 [0.000 - 0.333],0.109 [0.000 - 0.364],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUPRC_slope,knee,0.290,0.160,2026-05-15 19:39:12,,0.541 [0.334 - 0.731],0.088 [0.026 - 0.223],0.045 [0.024 - 0.070],0.035 [0.017 - 0.055],0.165 [-0.677 - 0.889],-0.027 [-0.043 - -0.012],0.094 [0.000 - 0.333],0.940 [0.910 - 0.966],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.220,0.150,2026-05-15 19:39:11,,0.592 [0.417 - 0.749],0.064 [0.028 - 0.111],0.048 [0.027 - 0.072],0.046 [0.028 - 0.067],0.198 [-0.403 - 0.737],-0.061 [-0.086 - -0.039],0.105 [0.000 - 0.375],0.876 [0.833 - 0.919],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.280,0.170,2026-05-15 19:39:14,,0.583 [0.382 - 0.755],0.088 [0.028 - 0.210],0.045 [0.024 - 0.069],0.038 [0.019 - 0.060],0.264 [-0.468 - 0.903],0.087 [-0.042 - 0.356],0.094 [0.000 - 0.333],0.940 [0.910 - 0.966],0.152 [0.000 - 0.500],0.094 [0.000 - 0.333],0.109 [0.000 - 0.375],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUROC_slope,knee,0.240,0.180,2026-05-15 19:39:26,,0.607 [0.430 - 0.766],0.071 [0.030 - 0.130],0.048 [0.028 - 0.071],0.048 [0.026 - 0.070],0.329 [-0.271 - 0.929],-0.054 [-0.076 - -0.033],0.105 [0.000 - 0.375],0.893 [0.855 - 0.932],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.120,0.120,2026-05-15 19:39:47,,0.635 [0.436 - 0.819],0.088 [0.032 - 0.176],0.046 [0.026 - 0.070],0.046 [0.028 - 0.069],0.386 [-0.505 - 1.123],0.058 [-0.081 - 0.213],0.312 [0.000 - 0.667],0.786 [0.731 - 0.838],0.066 [0.000 - 0.143],0.312 [0.000 - 0.667],0.107 [0.000 - 0.226],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,single_AUROC,HP020,0.250,0.160,2026-05-15 19:39:49,,0.602 [0.389 - 0.771],0.089 [0.029 - 0.204],0.045 [0.024 - 0.069],0.040 [0.020 - 0.061],0.348 [-0.343 - 0.966],0.058 [-0.051 - 0.282],0.094 [0.000 - 0.333],0.927 [0.893 - 0.957],0.102 [0.000 - 0.364],0.094 [0.000 - 0.333],0.093 [0.000 - 0.308],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,single_AUROC,HP050,0.250,0.160,2026-05-15 19:39:51,,0.602 [0.389 - 0.771],0.089 [0.029 - 0.204],0.045 [0.024 - 0.069],0.040 [0.020 - 0.061],0.348 [-0.343 - 0.966],0.058 [-0.051 - 0.282],0.094 [0.000 - 0.333],0.927 [0.893 - 0.957],0.102 [0.000 - 0.364],0.094 [0.000 - 0.333],0.093 [0.000 - 0.308],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,single_AUROC,HP100,0.250,0.160,2026-05-15 19:39:51,,0.602 [0.389 - 0.771],0.089 [0.029 - 0.204],0.045 [0.024 - 0.069],0.040 [0.020 - 0.061],0.348 [-0.343 - 0.966],0.058 [-0.051 - 0.282],0.094 [0.000 - 0.333],0.927 [0.893 - 0.957],0.102 [0.000 - 0.364],0.094 [0.000 - 0.333],0.093 [0.000 - 0.308],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,single_AUROC,HP200,0.250,0.160,2026-05-15 19:39:52,,0.602 [0.389 - 0.771],0.089 [0.029 - 0.204],0.045 [0.024 - 0.069],0.040 [0.020 - 0.061],0.348 [-0.343 - 0.966],0.058 [-0.051 - 0.282],0.094 [0.000 - 0.333],0.927 [0.893 - 0.957],0.102 [0.000 - 0.364],0.094 [0.000 - 0.333],0.093 [0.000 - 0.308],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,HyperparameterTuned,single_AUROC,HP500,0.270,0.160,2026-05-15 19:39:55,,0.584 [0.370 - 0.757],0.094 [0.028 - 0.227],0.044 [0.023 - 0.068],0.035 [0.016 - 0.056],0.292 [-0.451 - 0.978],0.087 [-0.042 - 0.356],0.094 [0.000 - 0.333],0.940 [0.910 - 0.966],0.152 [0.000 - 0.500],0.094 [0.000 - 0.333],0.109 [0.000 - 0.375],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,chrono,,,,0.240,0.140,2026-05-15 19:39:57,,0.592 [0.382 - 0.779],0.091 [0.030 - 0.195],0.044 [0.023 - 0.068],0.031 [0.013 - 0.052],0.348 [-0.498 - 1.117],-0.036 [-0.054 - -0.020],0.193 [0.000 - 0.500],0.927 [0.893 - 0.957],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],0.000 [0.000 - 0.000],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUPRC_slope,auprc_max,0.010,0.040,2026-05-22 18:56:41,,0.601 [0.531 - 0.670],0.147 [0.088 - 0.220],0.070 [0.056 - 0.086],0.032 [0.016 - 0.050],17.458 [0.682 - 53.383],0.000 [0.000 - 0.000],1.000 [1.000 - 1.000],0.075 [0.059 - 0.092],0.075 [0.059 - 0.092],1.000 [1.000 - 1.000],0.139 [0.111 - 0.169],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUPRC_slope,knee,0.040,0.040,2026-05-22 18:56:52,,0.595 [0.519 - 0.670],0.147 [0.091 - 0.220],0.070 [0.056 - 0.086],0.032 [0.016 - 0.050],2.464 [0.792 - 4.064],0.060 [-0.003 - 0.125],0.644 [0.528 - 0.758],0.482 [0.448 - 0.514],0.089 [0.065 - 0.116],0.644 [0.528 - 0.758],0.157 [0.116 - 0.200],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUPRC_slope,slope_closest,0.040,0.040,2026-05-22 18:57:03,,0.666 [0.598 - 0.731],0.160 [0.104 - 0.232],0.069 [0.055 - 0.085],0.031 [0.015 - 0.049],1.852 [1.092 - 2.602],0.113 [0.046 - 0.174],0.659 [0.544 - 0.770],0.562 [0.530 - 0.596],0.107 [0.079 - 0.136],0.659 [0.544 - 0.770],0.184 [0.140 - 0.229],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUROC_slope,auroc_max,0.040,0.050,2026-05-22 19:02:58,,0.589 [0.516 - 0.664],0.144 [0.088 - 0.216],0.069 [0.055 - 0.086],0.033 [0.017 - 0.050],0.866 [0.302 - 1.426],0.050 [-0.016 - 0.118],0.334 [0.224 - 0.452],0.650 [0.619 - 0.682],0.093 [0.061 - 0.129],0.421 [0.303 - 0.543],0.152 [0.102 - 0.205],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUROC_slope,knee,0.040,0.050,2026-05-22 19:03:09,,0.589 [0.516 - 0.664],0.144 [0.088 - 0.216],0.069 [0.055 - 0.086],0.033 [0.017 - 0.050],0.866 [0.302 - 1.426],0.050 [-0.016 - 0.118],0.334 [0.224 - 0.452],0.650 [0.619 - 0.682],0.093 [0.061 - 0.129],0.421 [0.303 - 0.543],0.152 [0.102 - 0.205],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,pareto_AUROC_slope,slope_closest,0.040,0.050,2026-05-22 19:03:20,,0.589 [0.516 - 0.664],0.144 [0.088 - 0.216],0.069 [0.055 - 0.086],0.033 [0.017 - 0.050],0.866 [0.302 - 1.426],0.050 [-0.016 - 0.118],0.334 [0.224 - 0.452],0.650 [0.619 - 0.682],0.093 [0.061 - 0.129],0.421 [0.303 - 0.543],0.152 [0.102 - 0.205],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,single_AUROC,HP020,0.040,0.040,2026-05-22 19:09:04,,0.660 [0.591 - 0.728],0.155 [0.102 - 0.223],0.069 [0.055 - 0.086],0.031 [0.015 - 0.049],2.501 [1.490 - 3.572],0.121 [0.062 - 0.178],0.764 [0.658 - 0.861],0.487 [0.453 - 0.520],0.103 [0.077 - 0.131],0.764 [0.658 - 0.861],0.182 [0.139 - 0.226],,,,,,,,,,,
0,migraine,full_features,stacked_2xgb_meta_lr,,80_20,patient,HyperparameterTuned,single_AUROC,HP050,0.050,0.040,2026-05-22 19:09:15,,0.604 [0.533 - 0.675],0.150 [0.091 - 0.225],0.069 [0.055 - 0.086],0.032 [0.017 - 0.050],1.123 [0.471 - 1.803],0.077 [0.008 - 0.151],0.391 [0.279 - 0.516],0.765 [0.736 - 0.791],0.114 [0.072 - 0.160],0.317 [0.214 - 0.427],0.168 [0.110 - 0.229],,,,,,,,,,,
