leaf_path,addition,autogluon_runtime_s,span_s,earliest_training_ts,latest_results_ts,n_training_logs,n_results_files,multi_day_gap,notes
1/headache/no_rolling_features/tabpfn/version_3-binary/70_15_15/stratified,1,,26523,2026-05-13T17:05:01,2026-05-14T00:27:04,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/chrono,1,,1218308,2026-05-13T17:05:05,2026-05-27T19:30:13,1,5,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/patient,1,,445545,2026-05-22T16:13:58,2026-05-27T19:59:43,1,4,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-binary/70_30/stratified,1,,26542,2026-05-13T17:05:09,2026-05-14T00:27:31,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/chrono,1,,26552,2026-05-13T17:05:13,2026-05-14T00:27:45,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/patient,1,,14,2026-05-22T16:14:15,2026-05-22T16:14:29,1,1,False,
1/headache/no_rolling_features/tabpfn/version_3-binary/80_20/stratified,1,,103024,2026-05-12T19:50:55,2026-05-14T00:27:59,2,2,True,multi_day_gap
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/chrono,1,,26571,2026-05-13T17:05:21,2026-05-14T00:28:12,3,4,False,
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/patient,1,,13,2026-05-22T16:14:32,2026-05-22T16:14:45,1,1,False,
1/headache/no_rolling_features/tabpfn/version_3-default/70_15_15/stratified,1,,26580,2026-05-13T17:05:25,2026-05-14T00:28:25,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/chrono,1,,26589,2026-05-13T17:05:29,2026-05-14T00:28:38,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/patient,1,,15,2026-05-22T16:14:48,2026-05-22T16:15:03,1,1,False,
1/headache/no_rolling_features/tabpfn/version_3-default/70_30/stratified,1,,26599,2026-05-13T17:05:33,2026-05-14T00:28:52,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/chrono,1,,26609,2026-05-13T17:05:37,2026-05-14T00:29:06,1,2,False,
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/patient,1,,15,2026-05-22T16:15:05,2026-05-22T16:15:20,1,1,False,
1/headache/no_rolling_features/tabpfn/version_3-default/80_20/stratified,1,,104616,2026-05-12T19:25:43,2026-05-14T00:29:19,2,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-auto/70_15_15/stratified,1,1079.36,1456098,2026-05-11T00:14:38,2026-05-27T20:42:56,4,7,True,autogluon-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-auto/70_30/chrono,1,1471.89,1560494,2026-05-11T00:25:20,2026-05-29T01:53:34,2,4,True,autogluon-precise;multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,,258650,2026-05-11T00:39:50,2026-05-14T00:30:40,9,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,,722,2026-05-22T16:15:23,2026-05-22T16:27:25,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,,1453589,2026-05-11T00:43:51,2026-05-27T20:30:20,3,6,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,,1452326,2026-05-11T00:47:04,2026-05-27T20:12:30,2,6,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/patient,1,,7737,2026-05-22T16:27:28,2026-05-22T18:36:25,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,,1014341,2026-05-11T00:51:05,2026-05-22T18:36:46,2,4,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,,1014143,2026-05-11T00:54:44,2026-05-22T18:37:07,2,4,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/patient,1,,7076,2026-05-22T16:39:33,2026-05-22T18:37:29,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,,1013891,2026-05-11T00:59:42,2026-05-22T18:37:53,2,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/chrono,1,,260310,2026-05-11T00:14:03,2026-05-14T00:32:33,6,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/patient,1,,17,2026-05-22T16:54:39,2026-05-22T16:54:56,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-real/70_15_15/stratified,1,,260324,2026-05-11T00:14:06,2026-05-14T00:32:50,2,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_30/chrono,1,,1034811,2026-05-11T00:14:09,2026-05-22T23:41:00,2,5,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/70_30/patient,1,,6216,2026-05-22T16:54:59,2026-05-22T18:38:35,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-real/70_30/stratified,1,,1016683,2026-05-11T00:14:12,2026-05-22T18:38:55,2,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/80_20/chrono,1,,1016702,2026-05-11T00:14:14,2026-05-22T18:39:16,2,4,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-5-real/80_20/patient,1,,6257,2026-05-22T16:55:20,2026-05-22T18:39:37,1,1,False,
1/migraine/full_features/tabpfn/version_2-5-real/80_20/stratified,1,,1016740,2026-05-11T00:14:17,2026-05-22T18:39:57,2,4,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_15_15/chrono,1,,260403,2026-05-11T00:14:20,2026-05-14T00:34:23,6,13,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_15_15/patient,1,,16,2026-05-22T16:55:41,2026-05-22T16:55:57,1,1,False,
1/migraine/full_features/tabpfn/version_2-6/70_15_15/stratified,1,,260416,2026-05-11T00:14:23,2026-05-14T00:34:39,2,6,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_30/chrono,1,,1016752,2026-05-11T00:14:26,2026-05-22T18:40:18,2,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/70_30/patient,1,,6279,2026-05-22T16:56:00,2026-05-22T18:40:39,1,1,False,
1/migraine/full_features/tabpfn/version_2-6/70_30/stratified,1,,1016790,2026-05-11T00:14:29,2026-05-22T18:40:59,2,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/80_20/chrono,1,,1016807,2026-05-11T00:14:32,2026-05-22T18:41:19,2,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_2-6/80_20/patient,1,,6318,2026-05-22T16:56:21,2026-05-22T18:41:39,1,1,False,
1/migraine/full_features/tabpfn/version_2-6/80_20/stratified,1,,1016844,2026-05-11T00:14:35,2026-05-22T18:41:59,2,7,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/chrono,1,,47890,2026-05-13T11:17:55,2026-05-14T00:36:05,4,5,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/patient,1,,447361,2026-05-22T16:56:43,2026-05-27T21:12:44,1,4,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_15_15/stratified,1,,17320,2026-05-13T19:47:39,2026-05-14T00:36:19,1,2,False,
1/migraine/full_features/tabpfn/version_3-binary/70_30/chrono,1,,773672,2026-05-13T19:47:43,2026-05-22T18:42:15,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/70_30/patient,1,,6331,2026-05-22T16:57:00,2026-05-22T18:42:31,1,1,False,
1/migraine/full_features/tabpfn/version_3-binary/70_30/stratified,1,,773700,2026-05-13T19:47:47,2026-05-22T18:42:47,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/80_20/chrono,1,,773713,2026-05-13T19:47:51,2026-05-22T18:43:04,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-binary/80_20/patient,1,,6358,2026-05-22T16:57:21,2026-05-22T18:43:19,1,1,False,
1/migraine/full_features/tabpfn/version_3-binary/80_20/stratified,1,,773741,2026-05-13T19:47:55,2026-05-22T18:43:36,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_15_15/chrono,1,,47982,2026-05-13T11:17:51,2026-05-14T00:37:33,4,5,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_15_15/patient,1,,15,2026-05-22T16:57:43,2026-05-22T16:57:58,1,1,False,
1/migraine/full_features/tabpfn/version_3-default/70_15_15/stratified,1,,17384,2026-05-13T19:48:03,2026-05-14T00:37:47,1,2,False,
1/migraine/full_features/tabpfn/version_3-default/70_30/chrono,1,,773746,2026-05-13T19:48:07,2026-05-22T18:43:53,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/70_30/patient,1,,6372,2026-05-22T16:58:00,2026-05-22T18:44:12,1,1,False,
1/migraine/full_features/tabpfn/version_3-default/70_30/stratified,1,,773782,2026-05-13T19:48:11,2026-05-22T18:44:33,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/80_20/chrono,1,,773795,2026-05-13T19:48:15,2026-05-22T18:44:50,1,3,True,multi_day_gap
1/migraine/full_features/tabpfn/version_3-default/80_20/patient,1,,6404,2026-05-22T16:58:22,2026-05-22T18:45:06,1,1,False,
1/migraine/full_features/tabpfn/version_3-default/80_20/stratified,1,,773823,2026-05-13T19:48:19,2026-05-22T18:45:22,1,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,,257803,2026-05-11T01:02:18,2026-05-14T00:39:01,9,5,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,,414,2026-05-22T16:58:43,2026-05-22T17:05:37,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,,257611,2026-05-11T01:05:46,2026-05-14T00:39:17,2,2,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,,257474,2026-05-11T01:08:18,2026-05-14T00:39:32,3,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/patient,1,,415,2026-05-22T17:05:40,2026-05-22T17:12:35,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,,1456315,2026-05-11T01:11:47,2026-05-27T21:43:42,2,6,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,,257176,2026-05-11T01:13:47,2026-05-14T00:40:03,2,2,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/patient,1,,462,2026-05-22T17:12:38,2026-05-22T17:20:20,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,,256998,2026-05-11T01:17:00,2026-05-14T00:40:18,2,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/chrono,1,,1455852,2026-05-11T01:01:44,2026-05-27T21:25:56,5,10,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/patient,1,,15,2026-05-22T17:20:23,2026-05-22T17:20:38,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_15_15/stratified,1,,257942,2026-05-11T01:01:47,2026-05-14T00:40:49,2,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/chrono,1,,257955,2026-05-11T01:01:49,2026-05-14T00:41:04,2,2,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/patient,1,,15,2026-05-22T17:20:41,2026-05-22T17:20:56,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-real/70_30/stratified,1,,257968,2026-05-11T01:01:52,2026-05-14T00:41:20,2,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/chrono,1,,257980,2026-05-11T01:01:55,2026-05-14T00:41:35,2,2,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/patient,1,,16,2026-05-22T17:20:59,2026-05-22T17:21:15,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-5-real/80_20/stratified,1,,257992,2026-05-11T01:01:58,2026-05-14T00:41:50,2,3,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/chrono,1,,258004,2026-05-11T01:02:01,2026-05-14T00:42:05,6,12,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/patient,1,,15,2026-05-22T17:21:18,2026-05-22T17:21:33,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-6/70_15_15/stratified,1,,258017,2026-05-11T01:02:03,2026-05-14T00:42:20,2,6,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/chrono,1,,258030,2026-05-11T01:02:06,2026-05-14T00:42:36,2,5,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/patient,1,,15,2026-05-22T17:21:35,2026-05-22T17:21:50,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-6/70_30/stratified,1,,258041,2026-05-11T01:02:09,2026-05-14T00:42:50,2,6,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/chrono,1,,258054,2026-05-11T01:02:12,2026-05-14T00:43:06,2,6,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/patient,1,,17,2026-05-22T17:21:52,2026-05-22T17:22:09,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_2-6/80_20/stratified,1,,258065,2026-05-11T01:02:15,2026-05-14T00:43:20,2,6,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/chrono,1,,15248,2026-05-13T20:29:26,2026-05-14T00:43:34,3,4,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/patient,1,,14,2026-05-22T17:22:11,2026-05-22T17:22:25,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_15_15/stratified,1,,15258,2026-05-13T20:29:30,2026-05-14T00:43:48,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/chrono,1,,15268,2026-05-13T20:29:34,2026-05-14T00:44:02,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/patient,1,,449501,2026-05-22T17:22:28,2026-05-27T22:14:09,1,7,True,multi_day_gap
1/migraine/no_rolling_features/tabpfn/version_3-binary/70_30/stratified,1,,15279,2026-05-13T20:29:38,2026-05-14T00:44:17,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/chrono,1,,15291,2026-05-13T20:29:42,2026-05-14T00:44:33,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/patient,1,,15,2026-05-22T17:22:46,2026-05-22T17:23:01,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_3-binary/80_20/stratified,1,,15300,2026-05-13T20:29:46,2026-05-14T00:44:46,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/chrono,1,,15310,2026-05-13T20:29:50,2026-05-14T00:45:00,3,4,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/patient,1,,14,2026-05-22T17:23:04,2026-05-22T17:23:18,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_15_15/stratified,1,,15320,2026-05-13T20:29:54,2026-05-14T00:45:14,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/chrono,1,,15331,2026-05-13T20:29:58,2026-05-14T00:45:29,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/patient,1,,15,2026-05-22T17:23:20,2026-05-22T17:23:35,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/70_30/stratified,1,,15341,2026-05-13T20:30:02,2026-05-14T00:45:43,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/chrono,1,,15351,2026-05-13T20:30:06,2026-05-14T00:45:57,1,2,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/patient,1,,16,2026-05-22T17:23:37,2026-05-22T17:23:53,1,1,False,
1/migraine/no_rolling_features/tabpfn/version_3-default/80_20/stratified,1,,15360,2026-05-13T20:30:10,2026-05-14T00:46:10,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/chrono,1,,15370,2026-05-13T20:30:14,2026-05-14T00:46:24,6,4,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/patient,1,,192,2026-05-22T17:23:56,2026-05-22T17:27:08,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_15_15/stratified,1,,15194,2026-05-13T20:33:23,2026-05-14T00:46:37,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/chrono,1,,15040,2026-05-13T20:36:10,2026-05-14T00:46:50,2,2,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/patient,1,,194,2026-05-22T17:27:11,2026-05-22T17:30:25,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/70_30/stratified,1,,14898,2026-05-13T20:38:47,2026-05-14T00:47:05,2,2,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/chrono,1,,14853,2026-05-13T20:39:45,2026-05-14T00:47:18,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/patient,1,,241,2026-05-22T17:30:28,2026-05-22T17:34:29,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-finetuned/80_20/stratified,1,,14590,2026-05-13T20:44:20,2026-05-14T00:47:30,2,2,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/chrono,1,,14453,2026-05-13T20:46:50,2026-05-14T00:47:43,3,4,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/patient,1,,13,2026-05-22T17:34:32,2026-05-22T17:34:45,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_15_15/stratified,1,,14463,2026-05-13T20:46:53,2026-05-14T00:47:56,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_30/chrono,1,,14473,2026-05-13T20:46:56,2026-05-14T00:48:09,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_30/patient,1,,14,2026-05-22T17:34:48,2026-05-22T17:35:02,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-real/70_30/stratified,1,,14482,2026-05-13T20:47:00,2026-05-14T00:48:22,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-real/80_20/chrono,1,,14491,2026-05-13T20:47:03,2026-05-14T00:48:34,1,2,False,
1/migraine/park_features/tabpfn/version_2-5-real/80_20/patient,1,,13,2026-05-22T17:35:05,2026-05-22T17:35:18,1,1,False,
1/migraine/park_features/tabpfn/version_2-5-real/80_20/stratified,1,,14501,2026-05-13T20:47:07,2026-05-14T00:48:48,1,2,False,
1/migraine/park_features/tabpfn/version_2-6/70_15_15/chrono,1,,14510,2026-05-13T20:47:10,2026-05-14T00:49:00,3,4,False,
1/migraine/park_features/tabpfn/version_2-6/70_15_15/patient,1,,14,2026-05-22T17:35:20,2026-05-22T17:35:34,1,1,False,
1/migraine/park_features/tabpfn/version_2-6/70_15_15/stratified,1,,14518,2026-05-13T20:47:14,2026-05-14T00:49:12,1,2,False,
1/migraine/park_features/tabpfn/version_2-6/70_30/chrono,1,,14528,2026-05-13T20:47:17,2026-05-14T00:49:25,1,2,False,
1/migraine/park_features/tabpfn/version_2-6/70_30/patient,1,,12,2026-05-22T17:35:37,2026-05-22T17:35:49,1,1,False,
1/migraine/park_features/tabpfn/version_2-6/70_30/stratified,1,,14537,2026-05-13T20:47:21,2026-05-14T00:49:38,1,2,False,
1/migraine/park_features/tabpfn/version_2-6/80_20/chrono,1,,14550,2026-05-13T20:47:24,2026-05-14T00:49:54,1,2,False,
1/migraine/park_features/tabpfn/version_2-6/80_20/patient,1,,12,2026-05-22T17:35:52,2026-05-22T17:36:04,1,1,False,
1/migraine/park_features/tabpfn/version_2-6/80_20/stratified,1,,89084,2026-05-13T00:05:23,2026-05-14T00:50:07,2,3,True,multi_day_gap
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/chrono,1,,14569,2026-05-13T20:47:31,2026-05-14T00:50:20,3,4,False,
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/patient,1,,14,2026-05-22T17:36:07,2026-05-22T17:36:21,1,1,False,
1/migraine/park_features/tabpfn/version_3-binary/70_15_15/stratified,1,,14578,2026-05-13T20:47:35,2026-05-14T00:50:33,1,2,False,
1/migraine/park_features/tabpfn/version_3-binary/70_30/chrono,1,,1215541,2026-05-13T20:47:39,2026-05-27T22:26:40,1,6,True,multi_day_gap
1/migraine/park_features/tabpfn/version_3-binary/70_30/patient,1,,14,2026-05-22T17:36:24,2026-05-22T17:36:38,1,1,False,
1/migraine/park_features/tabpfn/version_3-binary/70_30/stratified,1,,14596,2026-05-13T20:47:43,2026-05-14T00:50:59,1,2,False,
1/migraine/park_features/tabpfn/version_3-binary/80_20/chrono,1,,14606,2026-05-13T20:47:47,2026-05-14T00:51:13,1,2,False,
1/migraine/park_features/tabpfn/version_3-binary/80_20/patient,1,,15,2026-05-22T17:36:41,2026-05-22T17:36:56,1,1,False,
1/migraine/park_features/tabpfn/version_3-binary/80_20/stratified,1,,14616,2026-05-13T20:47:51,2026-05-14T00:51:27,1,2,False,
1/migraine/park_features/tabpfn/version_3-default/70_15_15/chrono,1,,1181200,2026-05-13T20:47:55,2026-05-27T12:54:35,3,8,True,multi_day_gap
1/migraine/park_features/tabpfn/version_3-default/70_15_15/patient,1,,14,2026-05-22T17:36:59,2026-05-22T17:37:13,1,1,False,
1/migraine/park_features/tabpfn/version_3-default/70_15_15/stratified,1,,14634,2026-05-13T20:47:59,2026-05-14T00:51:53,1,2,False,
1/migraine/park_features/tabpfn/version_3-default/70_30/chrono,1,,14643,2026-05-13T20:48:03,2026-05-14T00:52:06,1,2,False,
1/migraine/park_features/tabpfn/version_3-default/70_30/patient,1,,449998,2026-05-22T17:37:16,2026-05-27T22:37:14,1,4,True,multi_day_gap
1/migraine/park_features/tabpfn/version_3-default/70_30/stratified,1,,14652,2026-05-13T20:48:07,2026-05-14T00:52:19,1,2,False,
1/migraine/park_features/tabpfn/version_3-default/80_20/chrono,1,,14661,2026-05-13T20:48:11,2026-05-14T00:52:32,1,2,False,
1/migraine/park_features/tabpfn/version_3-default/80_20/patient,1,,15,2026-05-22T17:37:32,2026-05-22T17:37:47,1,1,False,
1/migraine/park_features/tabpfn/version_3-default/80_20/stratified,1,,1215822,2026-05-13T20:48:15,2026-05-27T22:31:57,1,5,True,multi_day_gap
